行政區,站點名稱,可借車輛,可還空位,總車位數,營運狀態,地址,更新時間
臺大公館校區,臺大小小福西南側,8,1,10,正常營運,臺大進修教育大樓,
臺大公館校區,臺大教研館北側,6,20,26,正常營運,臺大雅頌廣場東南側,
臺大公館校區,臺大四號館東北側,9,1,10,正常營運,臺大園藝暨景觀學系北側,
臺大公館校區,臺大新生教室南側,6,12,18,正常營運,臺大新生教學館南側,
臺大公館校區,臺大鄭江樓北側,3,36,40,正常營運,臺大鄭江樓東南側,
臺大公館校區,臺大電機二館東南側,4,10,14,正常營運,臺大電機二館南側,
臺大公館校區,臺大圖資系館北側,23,28,51,正常營運,臺大圖書資訊館北側,
臺大公館校區,臺大總圖書館西南側,24,6,30,正常營運,臺大圖書館西南側,
臺大公館校區,臺大黑森林西側,10,25,35,正常營運,臺大霖澤館南側,
臺大公館校區,臺大獸醫館南側,0,24,24,正常營運,臺大獸醫系館南側,
臺大公館校區,臺大新體育館東南側,33,15,51,正常營運,臺大體育館東南側,
臺大公館校區,臺大明達館北側(員工宿舍),4,14,18,正常營運,明達館北側前空地,
臺大公館校區,臺大管理學院一館,15,2,17,正常營運,臺大管理學院一館前,
臺大公館校區,臺大禮賢樓西側,16,20,36,正常營運,臺大禮賢樓西側空地,
臺大公館校區,臺大大一女餐廳廣場,17,13,40,正常營運,臺大大一女餐廳廣場後方,
臺大公館校區,臺大學新館,17,15,33,正常營運,臺大學新館旁,
臺大公館校區,臺大水源舍區C棟,3,96,99,正常營運,臺大水源舍區C棟西側,
臺大公館校區,臺大人文館,30,37,67,正常營運,臺大人文館東北側,
臺大公館校區,臺大數學研究中心(東側),21,41,62,正常營運,臺大數學研究中心東側,
